,Category,Text
204,ReferredSomeone,"Thank you for contacting Zamalloa Industries, formerly (STCC) Sea Technology Company. Rob Weaver is no longer employed here. Please direct any future correspondence to Melina Zamalloa at melina@zamalloa.com.
This is an automated reply. For your convenience, this email has been automatically forwarded to Melina Zamalloa."
205,OutOfOffice,"Thank you for your message.
I will be out of the office until Tuesday, September 8th. I will respond to your emails as soon as possible upon my return. For any emergency you can contact my colleague Shannon at+1 416 216 1070 or Sbuchwald@na.drakeintl.com.
Fabien"
206,Deactivated,Don‚Äôt need it at this time. Thank you
207,ConnectLater,"Thank you for your interest!
We will get back to you as soon as we are able."
208,SeekingMoreInfo,"I understand it. What guarantee your firm is providing that your employee
will collect and deposit in our account without any issues or fraud.
What % do you charge for collection of rent from one premises and deposit
to our account, without utilities or tax payments responsibility.
Can you provide any advance deposit as a security?
Regards
Ali"
209,AgreedToMeet,"Apologies for the delay in replying and thanks for introducing the
opportunity. The company and role seems to have a lot of potential and I
would be happy to discuss with you further. My contact need is 07762026992
and I will be available on Monday 11-1pm to have quick chat about the role
and discuss why do you think I might be a good fit for the role. Please let
me know if the time works for you.
Kind regards
Chee Hau"
210,AgreedToMeet,Sure. Any time post 3 PM works. Lemme know. What‚Äôs your number?
211,ReferredSomeone,"We have closed this account now you may contact us on
nkygoel@gmail.com
Apologies for the inconvenience caused."
212,AgreedToMeet,"Thanks for contacting venpa staffing services, please send your updated profile to jobs@venpastaffing.com. Our HR team will reach you once your profile shortlisted. Visit our website for further assistance www.venpastaffing.com. you can reach our customer care for your career guidance : +91 90254 87875 (10am - 5pm) in all working days."
213,SeekingMoreInfo,"The message you sent requires that you verify that your
mail id is genuine and not a spam source."
214,ConnectLater,"As such we are not in requirement of any ERP. Will get in touch once we decide on that.
Regards
Janakiram VVS"
215,OutOfOffice,"I am currently out of the office and in San Francisco for Dreamforce with limited access to email. I will return on Monday, November 25.
If your matter is urgent and you need immediate assistance, please call me at 253-686-9318 and I will follow-up as soon as possible.
Cheers,
Briana"
216,OutOfOffice,"Thanks for your email & a Merry Christmas.
I am off spending quality time with my family until the week of
January 4th. I will however be checking emails periodically and will
respond in due course. If it is urgent please reach out on 0402 487
316."
217,AgreedToMeet,"Feel free to call us as per your convenient time today after 17:30 hrs.
Regards,"
218,Unsubscribed,"**********************************************
** THIS IS A WARNING MESSAGE ONLY **
** YOU DO NOT NEED TO RESEND YOUR MESSAGE **
**********************************************"
219,OutOfOffice,"Please note I will be away from the office August 28, returning September 1. While away I will be checking my email so please feel free to reach out and I will get back to you as soon as I can.
Thank you and have a great day!"
220,ConnectLater,"Thanks for the followup.
Will get back to you on next steps.
Thanks"
221,SeekingMoreInfo,"Thank you for the information!
May kindly note that I hv retired from my services since January 2020 and
currently I am a freelance trainer and Consultant.
I am available for providing services to consumers on lubricant related
issues. In case you have any requirements, may please let me know. It would
be my pleasure to share my 30 yrs plus experience in lube industry and
working with your company
Thanking you once again and wishing you all the best"
222,ConnectLater,"Thanks for the note. No plans for recruiting in 2020. Feel free to reach out again in April 2021.
Kind regards
Harmony"
223,ConnectLater,"We are not doing a my empanelments as of now.
Let's connect next financial year.
Best regards
Neha"
224,Deactivated,Thanks. I am not interested.
225,Deactivated,"Sorry I am not interested.
Regards,"
226,ReferredSomeone,"Thank you for your email. I am out of the office on parental leave commencing 19th of June 2020.
For all enquiries and assistance, please contact Iris Ho iho@hrblock.com.au
During this time, I won‚Äôt have access to my email.
Kind regards,
Lucy"
227,OutOfOffice,"I'm currently out of the office and will be returning Monday October 26th @8:00am.
For immediate assistance or if you are calling in sick for your shift please contact 519-791-8929
Thank you"
228,OutOfOffice,"Hi there, Im unwell today and will have limited access to my emails."
229,OutOfOffice,"Thank you for your email.
On Friday 30 October, I am on leave without access to my email.
If your matter is urgent please contact me on my mobile +31652645740
Best"
230,OutOfOffice,"Thanks for your message. Please note that I will be on annual leave from Wednesday 13th January to Friday 22nd January with limited access to email.
For any urgent matters, please call/text my mobile on 0481 914 756.
Thanks,
Andrew"
231,Unsubscribed,Unsubscribe.
232,OutOfOffice,I am out of the office. Your e-mail will not be forwarded. Please contact one of my colleagues.
233,ConnectLater,"Would surely get it touch whenever the need arises, but right now we are not recruiting as we are extremely busy with business consultancy work for our clients.¬†
Please do update the owner of 7targets about WNG Consulting as we work for all businesses in India to provide strategy and management consulting.¬†
Regards"
234,OutOfOffice,"Hi, it's Robyn Haydon. Thanks for your email. My days of work are Monday-Thursday, so if you've contacted me outside those times, I'll get back to you when I'm next in the office."
235,OutOfOffice,"I will be out of the office until Monday, September 14th. Please feel free to leave me a message and I will try to get back to you as quickly as possible.
Thank you,
CV"
236,OutOfOffice,"I am on annual leave till 8th Jan 2021. Will have intermittent access to emails, please expect delay in response.
Appreciate your patience.
Wishing you Merry Christmas & a very Happy New year !
Thanks,
Antara"
237,Deactivated,I'm not interested at this time.
238,Deactivated,"Thanks but no need at this time.
Best,
Doug"
239,OutOfOffice,"I will be out of the office until Monday, July 20th.. I will have limited access to email, but will respond to your message as soon as possible upon my return. Should you need immediate assistance please contact a customer care representative at 419-228-1360 and they will direct you to someone who can assit.
Thanks,"
240,ReferredSomeone,"Kate is no longer at MoneyMe. Please forward your email to Chloe Mcilveen on chloe@moneyme.com.au. For urgent matters, please contact Chloe on 0401 301 068."
241,AgreedToMeet,"love to know more
Are you ok at noon today for a 15 min over view ,
You can pick your time for a call at your convenience by the link here
*Appointment <https://bit.ly/2OCU1yg>*
Best regards,"
242,OutOfOffice,"I am out of the office until 04/01/2021.
I am currently out of office and would reply your message once I am back.
For urgent matters please contact Dennis or Karishma of HR Dept.
Note: This is an automated response to your message ""Agnes from Alchemy
Consultancy Asia regarding: Payroll Services(2522390893166)"" sent on
12/21/2020 09:15:17 AM.
This is the only notification you will receive while this person is away."
243,Unsubscribed,"The following message to <pavan.yadav@avanthapower.com> was undeliverable.
The reason for the problem:
5.1.1 - Bad destination email address 'reject'"
244,ReferredSomeone,"This email is no longer in use. If you require up to date Quality Control information, please call 281-449-1051 for updated contact information."
245,OutOfOffice,"I am on annual leave and will be back online on the 11th January.
If there is anything urgent please call me on my mobile.
Cheers"
246,ConnectLater,"My current tenant has not yet vacated the property. I am looking for his
confirm date of vacating the property. I am in touch with Vivek. Will write
back to you guys soon.
Thanks"
247,Unsubscribed,The individual you are trying to reach is no longer with The Chartis Group.
248,Deactivated,"Thank you for your email, unfortunately this is not a service we are needing assistance with at this time.
Good luck."
249,AgreedToMeet,I tried calling you. You didn‚Äôt respond to my texts or calls. Let me know if you guys are interested.
250,AgreedToMeet,ok
251,OutOfOffice,"I am currently on leave, returning Mon 14 Dec. Please telephone me on +61 400 805 611 for urgent matters. Thank you."
252,OutOfOffice,OutOfOffice
253,OutOfOffice,"Hi, Thank you for your email.I am on leave today and have limited access to emails. Will revert to you on your emails once I resume office. Thanking you Best Wishes Guna S"
